1227.6331007523627|827.9470641526966|2005|9
1224.4786379653317|825.4536785796942|2004|9
1253.5065300440288|810.6299466163128|3001|27
323.31251990175474|197.49656841289297|2001|18
319.83565940286945|146.27221168185218|1004|21
365.5274998116396|153.97102981789823|1003|1
340.777535389419|178.27705825725087|1002|6
390.6694138948192|242.02023446165236|2001|28
392.58004015444953|254.07959142897352|1004|21
326.8420824492697|221.9787322865821|1003|21
385.8797782481686|195.8485956762344|1002|21
363.1721882506031|280.8489388184132|1001|21
553.2416877276336|119.97700901248264|2004|6
508.331141965007|124.01266589794689|2001|18
572.6951779672668|153.86838292516242|1004|21
586.2942239221983|158.7331646700672|1003|21
575.4189215546379|159.0644600199609|1002|10
1122.2264672895574|856.613248282292|2004|4
1141.1919631260484|884.6106445187668|2002|4
1153.8813152914795|836.9694048264356|2001|4
1138.552231981408|877.3651460169773|1004|3
1175.0125299429224|876.2705631310463|1003|3
1123.4663407506937|872.363360927469|1002|3
1172.2219348376407|853.0543701726195|1001|3
484.11249347226817|974.504957621332|2005|54
465.1562007100101|984.108359024772|2004|36
467.0739965788787|955.2142819653715|2002|1
446.5636884232629|910.6911229056121|2001|3
490.67112262468373|904.4623682333696|1004|27
481.98016391917326|930.6161184146542|1003|27
421.82002366941316|932.3935798913932|1001|27
452.3417310392514|991.8444026032756|3001|4
450.57271927518656|29.93912454396494|2004|4
386.22641475892254|64.0818442600649|2001|20
1210.0323650871644|801.4374857972539|2002|14
328.1858622331664|699.992277815623|2003|1
