0.0|0.0|50.0|50.0
0.0|300.0|50.0|50.0
0.0|350.0|50.0|250.0
0.0|600.0|50.0|50.0
0.0|650.0|50.0|250.0
0.0|900.0|50.0|50.0
0.0|1200.0|50.0|50.0
50.0|1200.0|250.0|50.0
300.0|0.0|50.0|50.0
350.0|0.0|250.0|50.0
300.0|300.0|50.0|50.0
300.0|600.0|50.0|50.0
300.0|900.0|50.0|50.0
350.0|900.0|250.0|50.0
300.0|1200.0|50.0|50.0
600.0|0.0|50.0|50.0
650.0|0.0|250.0|50.0
600.0|300.0|50.0|50.0
600.0|350.0|50.0|250.0
600.0|600.0|50.0|50.0
600.0|650.0|50.0|250.0
600.0|900.0|50.0|50.0
600.0|1200.0|50.0|50.0
650.0|1200.0|250.0|50.0
900.0|0.0|50.0|50.0
900.0|50.0|50.0|250.0
900.0|300.0|50.0|50.0
900.0|600.0|50.0|50.0
950.0|600.0|250.0|50.0
900.0|900.0|50.0|50.0
950.0|900.0|250.0|50.0
900.0|1200.0|50.0|50.0
900.0|1250.0|50.0|250.0
1200.0|0.0|50.0|50.0
1250.0|0.0|250.0|50.0
1200.0|300.0|50.0|50.0
1200.0|600.0|50.0|50.0
1200.0|650.0|50.0|250.0
1200.0|900.0|50.0|50.0
1250.0|900.0|250.0|50.0
1200.0|1200.0|50.0|50.0
1200.0|1250.0|50.0|250.0
1500.0|0.0|50.0|50.0
1550.0|0.0|250.0|50.0
1500.0|300.0|50.0|50.0
1500.0|600.0|50.0|50.0
1500.0|650.0|50.0|250.0
1500.0|900.0|50.0|50.0
1500.0|950.0|50.0|250.0
1500.0|1200.0|50.0|50.0
1550.0|1200.0|250.0|50.0
1800.0|0.0|50.0|50.0
1850.0|0.0|250.0|50.0
1800.0|300.0|50.0|50.0
1850.0|300.0|250.0|50.0
1800.0|600.0|50.0|50.0
1850.0|600.0|250.0|50.0
1800.0|900.0|50.0|50.0
1800.0|950.0|50.0|250.0
1800.0|1200.0|50.0|50.0
1850.0|1200.0|250.0|50.0
2100.0|0.0|50.0|50.0
2100.0|50.0|50.0|250.0
2100.0|300.0|50.0|50.0
2150.0|300.0|250.0|50.0
2100.0|600.0|50.0|50.0
2100.0|650.0|50.0|250.0
2100.0|900.0|50.0|50.0
2150.0|900.0|250.0|50.0
2100.0|1200.0|50.0|50.0
2150.0|1200.0|250.0|50.0
